year_film,year_ceremony,film,budget,opening_gross,usa_gross,ww_gross,imdb,metacritic,rm_critics,rm_audience
1994,1995,D-Day Remembered,,,,,8.2,,,
1994,1995,Eat Drink Man Woman,,,7294403.00,7294403.00,7.8,,88,92
1994,1995,Ed Wood,18000000.00,71566.00,5887457.00,5887457.00,7.8,70,92,88
1994,1995,Farinelli: Il Castrato,,,1573411.00,1600266.00,6.8,,58,82
1994,1995,Forrest Gump,55000000.00,24450602.00,330455270.00,678226133.00,8.8,82,71,95
1994,1995,Four Weddings and a Funeral,4400000.00,138486.00,52700832.00,245700832.00,7.1,81,96,74
1994,1995,Franz Kafka's It's a Wonderful Life,,,,,7.3,,,73
1994,1995,Freedom on My Mind,,4272.00,71176.00,71176.00,7.9,,100,62
1994,1995,Heavenly Creatures,5000000.00,31592.00,3049135.00,3049135.00,7.3,86,92,83
1994,1995,Hoop Dreams,700000.00,18396.00,7830611.00,11830611.00,8.3,98,98,93
1994,1995,Interview with the Vampire,60000000.00,36389705.00,105264608.00,223664608.00,7.5,59,63,86
1994,1995,Junior,60000000.00,9803145.00,36763355.00,108431355.00,4.6,,36,22
1994,1995,Kangaroo Court,,,,,7.5,,,
1994,1995,Legends of the Fall,30000000.00,101670.00,66638883.00,160638883.00,7.6,45,58,87
1994,1995,Little Women,18000000.00,2411247.00,50083616.00,50083616.00,7.3,87,92,84
1994,1995,Mary Shelley's Frankenstein,45000000.00,11212889.00,22006296.00,112006296.00,6.4,,38,49
1994,1995,Maverick,75000000.00,17248545.00,101631272.00,183031272.00,7.1,,66,71
1994,1995,Maya Lin: A Strong Clear Vision,,2273.00,62186.00,62186.00,7.3,,86,81
1994,1995,Nell,24500000.00,62663.00,33683817.00,106683817.00,6.5,,55,64
1994,1995,Nobody's Fool,20000000.00,92838.00,39491975.00,39491975.00,7.4,86,91,81
1994,1995,On Hope,,,,,5.9,,,
1994,1995,Pulp Fiction,8000000.00,9311882.00,107928762.00,213928762.00,8.9,94,92,96
1994,1995,Queen Margot,26040000.00,4985.00,1304237.00,1318578.00,7.4,,82,88
1994,1995,Quiz Show,31000000.00,757714.00,24822619.00,24822619.00,7.5,92,96,87
1994,1995,Red,,,3581969.00,3581969.00,8.1,100,100,94
1994,1995,School of Assassins,,,,,6.4,,,
1994,1995,Speed,30000000.00,14456194.00,121248145.00,350448145.00,7.2,,94,76
1994,1995,Straight from the Heart,,,,,5.8,,,
1994,1995,Strawberry and Chocolate,,,2080805.00,2087569.00,7.4,,81,84
1994,1995,Syrup,,,,,7.1,,,
1994,1995,"The Adventures of Priscilla, Queen of the Desert",,219433.00,11220670.00,11224491.00,7.5,70,96,88
1994,1995,The Big Story,,,,,5.9,,,
1994,1995,The Client,45000000.00,17174262.00,92115211.00,117615211.00,6.8,65,78,69
1994,1995,The Janitor,,,,,6.2,,,
1994,1995,The Lion King,45000000.00,1586753.00,422783777.00,1083720877.00,8.5,88,93,93
1994,1995,The Madness of King George,65897768.00,65226.00,15238689.00,15238689.00,7.2,89,93,80
1994,1995,The Mask,23000000.00,23117068.00,119938730.00,351583407.00,6.9,56,77,68
1994,1995,The Monk and the Fish,,,,,7.1,,,
1994,1995,The Paper,6000000.00,175507.00,38824341.00,48424341.00,6.7,,88,66
1994,1995,The Shawshank Redemption,25000000.00,727327.00,28699976.00,28817291.00,9.3,80,91,98
1994,1995,Tom & Viv,,21968.00,538534.00,538534.00,6.4,,31,61
1994,1995,Trevor,,,,,7.6,,,
1994,1995,Triangle,,,,,6.7,,,
1994,1995,True Lies,115000000.00,25869770.00,146282411.00,378882411.00,7.2,63,71,76
1994,1995,Wyatt Earp,63000000.00,7543504.00,25052000.00,25052000.00,6.7,47,,65
1995,1996,12 Monkeys,29000001.00,184776.00,57141459.00,57141459.00,8,57,88,80
1995,1996,A Close Shave,,,112175.00,112175.00,8.1,,100,92
1995,1996,A Little Princess,17000000.00,28612.00,10015449.00,10015449.00,7.7,83,97,88
1995,1996,All Things Fair,4000000.00,4530.00,13128.00,13128.00,6.9,,,
1995,1996,Anne Frank Remembered,,26697.00,1310200.00,1310200.00,8,,97,83
1995,1996,Antonia's Line,2085000.00,45051.00,4228275.00,4249321.00,7.4,,68,91
1995,1996,Apollo 13,52000000.00,25353380.00,173837933.00,355237933.00,7.6,77,96,87
1995,1996,Babe,30000000.00,8742545.00,63658910.00,254134910.00,6.8,83,97,67
1995,1996,Batman Forever,100000000.00,52784433.00,184069126.00,336567158.00,5.4,51,38,32
1995,1996,Braveheart,72000000.00,9938276.00,75609945.00,213216216.00,8.3,68,78,85
1995,1996,Brooms,,,,,7.3,,,
1995,1996,Casino,52000000.00,9946480.00,42512375.00,116112375.00,8.2,73,80,93
1995,1996,Crimson Tide,53000000.00,18612190.00,91387195.00,157387195.00,7.3,66,88,83
1995,1996,Dead Man Walking,11000000.00,118266.00,39363635.00,39363635.00,7.5,80,95,86
1995,1996,Don Juan DeMarco,25000000.00,4556274.00,22150451.00,68792531.00,6.7,63,69,68
1995,1996,Duke of Groove,,,,,5.9,,,
1995,1996,Dust of Life,,,,,6.4,,,
1995,1996,Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,,2880.00,20819.00,20819.00,7.3,,,80
1995,1996,Gagarin,,,,,6.9,,,
1995,1996,Georgia,,55461.00,1110104.00,1110104.00,6.6,,80,66
1995,1996,Hank Aaron: Chasing the Dream,,,,,7.2,,,
1995,1996,Jim Dine: A Self-Portrait on the Walls,,,,,6.5,,,
1995,1996,Leaving Las Vegas,3600000.00,70864.00,32029928.00,32029928.00,7.5,82,91,85
1995,1996,Lieberman in Love,,,,,6.5,,,
1995,1996,Little Surprises,,,,,7.6,,,
1995,1996,Mighty Aphrodite,15000000.00,326494.00,6468498.00,6468498.00,7,59,78,73
1995,1996,Mr. Holland's Opus,23000000.00,14466.00,82569971.00,106269971.00,7.3,59,75,84
1995,1996,"My Family, Mi Familia",5500000.00,2164840.00,11079373.00,11079373.00,7.3,,85,88
1995,1996,Never Give Up: The 20th Century Odyssey of Herbert Zipper,,,,,6.2,,,
1995,1996,Nixon,44000000.00,2206506.00,13681765.00,13681765.00,7.1,66,75,74
1995,1996,O Quatrilho,,,,,6.7,,,50
1995,1996,One Survivor Remembers,,,,,7.8,,,
1995,1996,Pocahontas,55000000.00,2689714.00,141579773.00,346079773.00,6.7,58,55,64
1995,1996,Restoration,19000000.00,75514.00,4005941.00,4005941.00,6.6,66,71,59
1995,1996,Richard III,8340000.00,91915.00,2684904.00,2748518.00,7.4,88,94,85
1995,1996,Rob Roy,28000000.00,2023272.00,31596911.00,31596911.00,6.9,55,73,75
1995,1996,Roommates,22000000.00,4038033.00,12096881.00,12096881.00,6.4,,29,57
1995,1996,Runaway Brain,,,,,7.3,,,
1995,1996,Sabrina,58000000.00,5563259.00,53672080.00,53672080.00,6.3,56,65,64
1995,1996,Sense and Sensibility,16000000.00,721341.00,43182776.00,134582776.00,7.6,84,97,90
1995,1996,Seven,33000000.00,13949807.00,100125643.00,327333559.00,8.6,65,83,95
1995,1996,Shanghai Triad,,209098.00,2086101.00,2086101.00,7.1,77,90,71
1995,1996,The American President,62000000.00,10014558.00,60079496.00,107879496.00,6.8,67,91,77
1995,1996,The Battle over Citizen Kane,,,,,7.8,,,
1995,1996,The Bridges of Madison County,24000000.00,10519257.00,71516617.00,182016617.00,7.6,69,90,87
1995,1996,The Chicken from Outer Space,,,,,7.7,,,
1995,1996,the end,,,,,6,,,
1995,1996,The Living Sea,,,,87600000.00,7.2,,,74
1995,1996,The Postman (Il Postino),3000000.00,95310.00,21848932.00,21898920.00,7.7,81,94,94
1995,1996,The Shadow of Hate,,,,,6.9,,,
1995,1996,The Star Maker,,40915.00,371674.00,371674.00,7.4,,75,81
1995,1996,The Usual Suspects,6000000.00,645363.00,23341568.00,23341568.00,8.5,77,89,96
1995,1996,Toy Story,30000000.00,29140617.00,223225679.00,394436586.00,8.3,95,100,92
1995,1996,Troublesome Creek: A Midwestern,,8318.00,140000.00,140000.00,7.1,,82,83
1995,1996,Tuesday Morning Ride,,,,,,,,
1995,1996,Unstrung Heroes,,185183.00,7929434.00,7929434.00,6.7,70,74,61
1995,1996,Waterworld,175000000.00,21171780.00,88246220.00,264218220.00,6.3,56,46,43
1996,1997,A Chef in Love,3060000.00,36628.00,686704.00,686704.00,6.5,,64,67
1996,1997,An Essay on Matisse,,,,,6.9,,,
1996,1997,Angels and Insects,4997987.00,,3414301.00,3414301.00,6.8,,71,68
1996,1997,Breaking the Waves,,,3803298.00,3826798.00,7.8,76,85,91
1996,1997,Breathing Lessons: The Life and Work of Mark O'Brien,,,,,7.6,,,80
1996,1997,Canhead,,,,,,,,
1996,1997,Cosmic Voyage,,,,,7.6,,,
1996,1997,Daylight,80000000.00,10015875.00,33023469.00,159212469.00,5.9,,27,37
1996,1997,"De Tripas, Corazon",,,,,7.3,,,
1996,1997,Dear Diary,,,,,7.2,,,
1996,1997,Dragonheart,57000000.00,15027150.00,51367375.00,115267375.00,6.5,49,50,60
1996,1997,Emma,6000000.00,240649.00,22231658.00,22231658.00,6.6,66,85,77
1996,1997,Eraser,100000000.00,24566446.00,101295562.00,242295562.00,6.1,56,38,39
1996,1997,Ernst & Lyset,,,,,7.3,,,
1996,1997,Esposados,,,,,7.2,,,
1996,1997,Evita,55000000.00,195085.00,50047179.00,141047179.00,6.3,45,63,68
1996,1997,Fargo,7000000.00,730265.00,24611975.00,60611975.00,8.1,85,94,93
1996,1997,Fly Away Home,22000000.00,4708044.00,25143818.00,25143818.00,6.8,,87,70
1996,1997,Ghosts of Mississippi,36000000.00,168012.00,13323144.00,13323144.00,6.7,,43,62
1996,1997,Hamlet,18000000.00,90684.00,4708156.00,4770222.00,7.7,,95,90
1996,1997,Independence Day,75000000.00,50228264.00,306169268.00,817400891.00,7,59,67,75
1996,1997,James and the Giant Peach,38000000.00,7539098.00,28946127.00,28946127.00,6.7,78,91,65
1996,1997,Jerry Maguire,50000000.00,17084296.00,153952592.00,273552592.00,7.3,77,83,79
1996,1997,Kolya,,,5770254.00,5770254.00,7.8,,96,92
1996,1997,La Salla,,,,,4.9,,,
1996,1997,Lone Star,5000000.00,232184.00,12408986.00,12408986.00,7.4,78,94,83
1996,1997,Mandela,,8413.00,42056.00,42056.00,6.5,,,84
1996,1997,Marvin's Room,23000000.00,57739.00,12803305.00,12803305.00,6.7,68,84,63
1996,1997,Michael Collins,25000000.00,182221.00,11092559.00,11135803.00,7.2,60,77,84
1996,1997,One Fine Day,,6226430.00,46151454.00,97529550.00,6.5,,50,66
1996,1997,Primal Fear,30000000.00,9871222.00,56116183.00,102616183.00,7.7,47,76,89
1996,1997,Prisoner of the Mountains,,17205.00,790078.00,921886.00,7.5,,88,87
1996,1997,Quest,,,,,7.1,,,
1996,1997,Ridicule,9000000.00,,1979768.00,1979768.00,7.4,,80,84
1996,1997,Secrets & Lies,4500000.00,60813.00,13417292.00,13417292.00,8,91,95,91
1996,1997,Shine,5500000.00,162179.00,35892330.00,35999081.00,7.7,87,91,90
1996,1997,Sleepers,44000000.00,12305745.00,53315285.00,165615285.00,7.6,49,73,85
1996,1997,Sling Blade,1000000.00,28139.00,24444121.00,24444121.00,8,84,96,92
1996,1997,Special Effects,,,,,7.4,,43,29
1996,1997,Star Trek: First Contact,45000000.00,30716131.00,92027888.00,146027888.00,7.6,71,92,89
1996,1997,Suzanne Farrell: Elusive Muse,,,,,7.9,,,
1996,1997,Tell the Truth and Run: George Seldes and the American Press,,,3204.00,3204.00,7.7,,,80
1996,1997,That Thing You Do!,26000000.00,6208595.00,25857416.00,34585416.00,6.9,71,93,78
1996,1997,The Birdcage,31000000.00,18275828.00,124060553.00,185260553.00,7.1,72,81,81
1996,1997,The Crucible,25000000.00,62995.00,7343114.00,7343114.00,6.8,,68,66
1996,1997,The English Patient,27000000.00,278439.00,78676425.00,231976425.00,7.4,87,85,83
1996,1997,The First Wives Club,26000000.00,18913411.00,105489203.00,181489203.00,6.4,58,50,68
1996,1997,The Ghost and the Darkness,55000000.00,9215063.00,38619405.00,38619405.00,6.9,,49,75
1996,1997,The Hunchback of Notre Dame,100000000.00,21037414.00,100138851.00,325338851.00,6.9,74,71,70
1996,1997,The Line King: The Al Hirschfeld Story,,5677.00,50605.00,50605.00,7,,,
1996,1997,The Mirror Has Two Faces,42000000.00,12210868.00,41083864.00,41083864.00,6.7,,55,72
1996,1997,The Nutty Professor,54000000.00,25411725.00,128814019.00,273961019.00,5.6,62,64,44
1996,1997,The Other Side of Sunday,,2621.00,4769.00,4769.00,6.8,,,
1996,1997,The People vs. Larry Flynt,36000000.00,523295.00,20300385.00,20300385.00,7.3,79,88,80
1996,1997,The Portrait of a Lady,,107819.00,3692836.00,3692836.00,6.2,61,45,52
1996,1997,The Preacher's Wife,40000000.00,7649752.00,48102795.00,48102795.00,5.6,,60,52
1996,1997,The Rock,75000000.00,25069525.00,134069511.00,335062621.00,7.4,,66,85
1996,1997,The Wild Bunch: An Album in Montage,6244087.00,,638641.00,638641.00,7.9,,,
1996,1997,Trainspotting,2085000.00,262673.00,16491080.00,16596538.00,8.1,83,91,93
1996,1997,Twister,92000000.00,41059405.00,241721524.00,494471524.00,6.4,68,59,58
1996,1997,Up Close and Personal,60000000.00,11101955.00,51088705.00,100688705.00,6.2,,31,66
1996,1997,Wat's Pig,,,112175.00,112175.00,6.8,,,
1996,1997,When We Were Kings,,12479.00,2789985.00,2789985.00,8,83,98,94
1996,1997,William Shakespeare's Romeo & Juliet,14500000.00,11133231.00,46351345.00,147554998.00,6.7,60,72,77
1996,1997,Wordless,,,,,6.6,,,
1997,1998,4 Little Girls,,13528.00,130146.00,130146.00,7.8,88,100,89
1997,1998,A Story of Healing,,,,,6.7,,,
1997,1998,Afterglow,,50052.00,2465960.00,2465960.00,6.1,68,76,44
1997,1998,Air Force One,85000000.00,37132505.00,172956409.00,315156409.00,6.5,61,78,66
1997,1998,Alaska: Spirit of the Wild,,,,553541.00,7.2,,,52
1997,1998,Amazon,,,,,6.9,,,
1997,1998,Amistad,36000000.00,4573523.00,44229441.00,44229441.00,7.3,63,77,79
1997,1998,Anastasia,50000000.00,120541.00,58406347.00,139804348.00,7.2,61,86,77
1997,1998,As Good as It Gets,50000000.00,12606928.00,148478011.00,314178011.00,7.7,67,85,86
1997,1998,Ayn Rand: A Sense of Life,1000000.00,26101.00,205246.00,205246.00,6.5,,50,67
1997,1998,Beyond Silence,,14015.00,181881.00,181881.00,7.4,,83,81
1997,1998,Boogie Nights,15000000.00,50168.00,26400640.00,43101594.00,7.9,85,93,89
1997,1998,Character,4500000.00,37268.00,623983.00,623983.00,7.7,,92,91
1997,1998,Colors Straight Up,,,,,7.1,,,
1997,1998,Con Air,75000000.00,24131738.00,101117573.00,224012234.00,6.8,52,56,75
1997,1998,Contact,90000000.00,20584908.00,100920329.00,171120329.00,7.4,62,66,78
1997,1998,Dance Lexie Dance,62550.00,,,,7.2,,,
1997,1998,Daughter of the Bride,,,,,6.2,,,
1997,1998,Deconstructing Harry,20000000.00,356476.00,10686841.00,10686841.00,7.4,61,73,82
1997,1998,Donnie Brasco,35000000.00,11660216.00,41909762.00,124909762.00,7.7,76,88,89
1997,1998,Face/Off,80000000.00,23387530.00,112276146.00,245676146.00,7.3,,92,82
1997,1998,Famous Fred,,,,,6.1,,,
1997,1998,Four Days in September,,32017.00,397517.00,397517.00,7.4,,59,75
1997,1998,Gattaca,36000000.00,4320202.00,12532777.00,12532777.00,7.8,64,83,87
1997,1998,Geri's Game,,,,,7.9,,,86
1997,1998,Good Will Hunting,10000000.00,272912.00,138433435.00,225933435.00,8.3,70,98,94
1997,1998,Hercules,85000000.00,249567.00,99112101.00,252712101.00,7.3,74,84,76
1997,1998,In & Out,35000000.00,15019821.00,63856929.00,63856929.00,6.4,,71,52
1997,1998,It's Good to Talk,,,,,7.1,,,
1997,1998,Jackie Brown,12000000.00,9292248.00,39673162.00,39673767.00,7.5,64,87,85
1997,1998,Kundun,28000000.00,72095.00,5684789.00,5684789.00,7,74,75,79
1997,1998,L.A. Confidential,35000000.00,5211198.00,64616940.00,126216940.00,8.2,90,99,94
1997,1998,La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),,,,,7.8,,,
1997,1998,Men in Black,90000000.00,51068455.00,250690539.00,589390539.00,7.3,71,92,79
1997,1998,Mrs. Brown,,76268.00,9229808.00,9229808.00,7.2,71,92,79
1997,1998,My Best Friend's Wedding,38000000.00,21678377.00,127120029.00,299288605.00,6.3,50,73,73
1997,1998,Oscar and Lucinda,12320000.00,83461.00,1897404.00,1897404.00,6.6,,66,65
1997,1998,Redux Riding Hood,,,,,7.4,,,
1997,1998,Secrets of the Heart,1727000.00,,,,7.1,,,82
1997,1998,Starship Troopers,105000000.00,22058773.00,54814377.00,121214377.00,7.2,51,65,70
1997,1998,Still Kicking: The Fabulous Palm Springs Follies,,,,,7.3,,,
1997,1998,Sweethearts?,,,,,6.8,,,
1997,1998,The Apostle,5000000.00,29396.00,19868354.00,19868354.00,7.2,83,90,79
1997,1998,The Fifth Element,93000000.00,17031345.00,63820180.00,263920180.00,7.7,52,71,86
1997,1998,The Full Monty,3500000.00,176585.00,45950122.00,257938649.00,7.2,75,96,79
1997,1998,The Long Way Home,,10606.00,60509.00,60509.00,7.5,,82,
1997,1998,The Lost World: Jurassic Park,73000000.00,72132785.00,229086679.00,618638999.00,6.6,59,53,51
1997,1998,The Mermaid,,,,,7.8,,,
1997,1998,The Sweet Hereafter,4000000.00,31149.00,3263585.00,3263585.00,7.5,91,98,86
1997,1998,The Thief,2000000.00,33340.00,1126506.00,1126506.00,7.7,,88,88
1997,1998,The Wings of the Dove,,183610.00,13692848.00,13692848.00,7.1,73,84,78
1997,1998,Titanic,200000000.00,28638131.00,659363944.00,2201647264.00,7.8,75,89,69
1997,1998,Ulee's Gold,2700000.00,89563.00,9161691.00,9161691.00,7,,94,75
1997,1998,Visas and Virtue,,,,,6.7,,18,47
1997,1998,Waco: The Rules of Engagement,2500000.00,,142193.00,142193.00,7.9,,88,86
1997,1998,Wag the Dog,15000000.00,92079.00,43061945.00,64256513.00,7.2,73,85,76
1997,1998,Wolfgang,,,,,6.7,,,
1998,1999,A Bug's Life,120000000.00,"291,121, 22",162798565.00,363258859.00,7.2,77,92,73
1998,1999,A Civil Action,75000000.00,"70,079, 27",56709981.00,56709981.00,6.6,68,61,55
1998,1999,A Place in the Land,,,,,6.2,,,
1998,1999,A Simple Plan,30000000.00,390563.00,16316273.00,16316273.00,7.5,82,91,81
1998,1999,Affliction,6000000.00,63979.00,6330054.00,6330054.00,7,79,88,72
1998,1999,American History X,20000000.00,156076.00,6719864.00,23875127.00,8.5,62,83,96
1998,1999,Armageddon,140000000.00,36089972.00,201578182.00,553709788.00,6.7,42,38,73
1998,1999,Babe: Pig in the City,90000000.00,6162640.00,18319860.00,69131860.00,5.7,68,65,41
1998,1999,Beloved,80000000.00,8165551.00,22852487.00,22852487.00,6,57,78,71
1998,1999,Bulworth,30000000.00,141816.00,26528185.00,29202884.00,6.8,75,76,68
1998,1999,Bunny,,,,,6.6,,,
1998,1999,Central Station,2900000.00,35708.00,5969553.00,5971073.00,8,80,94,95
1998,1999,Children of Heaven,180000.00,20100.00,933933.00,933933.00,8.3,77,83,96
1998,1999,Culture,,,,,6.6,,,
1998,1999,Dancemaker,,10594.00,256780.00,256780.00,6.5,,92,79
1998,1999,Election Night (Valgaften),,,,,7.4,,,79
1998,1999,Elizabeth,30000000.00,275131.00,30082699.00,82150642.00,7.4,75,82,86
1998,1999,Gods and Monsters,10000000.00,75508.00,6451628.00,6451628.00,7.3,74,95,83
1998,1999,Hilary and Jackie,7000000.00,92956.00,4912892.00,4912892.00,7.3,78,88,83
1998,1999,Holiday Romance,,,,,6.8,,,
1998,1999,Jolly Roger,,,,,6.4,,,
1998,1999,La Carte Postale (The Postcard),,,,,7,,,
1998,1999,Lenny Bruce: Swear to Tell the Truth,,16445.00,21350.00,,7.9,,,88
1998,1999,Life Is Beautiful,20000000.00,118920.00,57563264.00,230098753.00,8.6,59,80,96
1998,1999,Little Voice,,93722.00,4611784.00,4611784.00,6.9,68,79,74
1998,1999,Mighty Joe Young,90000000.00,10602042.00,50632037.00,50632037.00,5.6,51,55,40
1998,1999,More,,,,,8.1,,,92
1998,1999,Mulan,90000000.00,22745143.00,120620254.00,304320254.00,7.6,71,86,85
1998,1999,One True Thing,30000000.00,6606455.00,23245840.00,26616840.00,7,63,89,71
1998,1999,Out of Sight,48000000.00,12020435.00,37562568.00,77745568.00,7,85,93,74
1998,1999,Patch Adams,90000000.00,25262280.00,135026902.00,202292902.00,6.8,25,22,73
1998,1999,Pleasantville,60000000.00,8855063.00,40584421.00,49805462.00,7.5,71,85,79
1998,1999,Primary Colors,65000000.00,12045395.00,39001187.00,52090187.00,6.6,70,81,64
1998,1999,Quest for Camelot,40000000.00,6041602.00,22510798.00,22510798.00,6.3,,45,59
1998,1999,Regret to Inform,,6294.00,44204.00,44204.00,7.1,,94,75
1998,1999,Saving Private Ryan,70000000.00,30576104.00,217049603.00,482349603.00,8.6,91,93,95
1998,1999,Shakespeare in Love,25000000.00,224012.00,100317794.00,289317794.00,7.1,87,92,80
1998,1999,Sunrise over Tiananmen Square,,,,,7.7,,,
1998,1999,Tango,847000000.00,,1897948.00,1897948.00,7.1,,68,86
1998,1999,The Canterbury Tales,,,,,6.4,,,
1998,1999,"The Farm: Angola, U.S.A.",,,,,7.4,,100,87
1998,1999,The Grandfather,484000000.00,12726.00,54468.00,54838.00,7.3,57,53,86
1998,1999,The Horse Whisperer,60000000.00,13685488.00,75383563.00,186883563.00,6.6,65,74,72
1998,1999,The Last Days,,20492.00,421432.00,421432.00,7.6,,91,91
1998,1999,The Mask of Zorro,95000000.00,22525855.00,94095523.00,250288523.00,6.7,63,83,73
1998,1999,The Personals: Improvisations on Romance in the Golden Years,,5870.00,5870.00,,6.3,,,
1998,1999,The Prince of Egypt,70000000.00,14524321.00,101413188.00,218613188.00,7.1,64,80,76
1998,1999,The Thin Red Line,52000000.00,282534.00,36400491.00,98126565.00,7.6,78,80,80
1998,1999,The Truman Show,60000000.00,31542121.00,125618201.00,264118201.00,8.1,90,95,89
1998,1999,Velvet Goldmine,,301787.00,1053788.00,1053788.00,7,65,58,80
1998,1999,Victor,,,,,7.5,,,
1998,1999,What Dreams May Come,85000000.00,15833592.00,55382927.00,55382927.00,7.1,44,54,84
1998,1999,When Life Departs,,,,,6.7,,,
1999,2000,3 Misses,,,,,5.9,,,
1999,2000,All about My Mother,,50362.00,8344738.00,67952969.00,7.8,87,98,93
1999,2000,American Beauty,15000000.00,861531.00,130096601.00,356296601.00,8.3,84,87,93
1999,2000,Angela's Ashes,50000000.00,54628.00,13042112.00,13042112.00,7.3,54,51,81
1999,2000,Anna and the King,92000000.00,5223416.00,39263420.00,113996937.00,6.7,56,51,64
1999,2000,Austin Powers: The Spy Who Shagged Me,33000000.00,17981900.00,206040086.00,312016928.00,6.6,59,52,71
1999,2000,Being John Malkovich,13000000.00,637721.00,22863596.00,23106667.00,7.7,90,93,87
1999,2000,Bicentennial Man,100000000.00,8234926.00,58223861.00,87423861.00,6.9,42,36,58
1999,2000,Boys Don't Cry,2000000.00,73720.00,11540607.00,11540607.00,7.5,86,89,87
1999,2000,"Bror, Min Bror (Theis and Nico)",,,,,6.8,,,
1999,2000,Buena Vista Social Club,,127370.00,7002182.00,23141199.00,7.7,81,92,90
1999,2000,Caravan (Himalaya),,,2619885.00,21069306.00,7.5,73,87,91
1999,2000,East-West,11500000.00,56147.00,2321029.00,6031521.00,7.4,61,65,88
1999,2000,Election,25000000.00,119080.00,14902041.00,14902041.00,7.2,83,92,79
1999,2000,Eyewitness,,,,,7.3,,,
1999,2000,Fight Club,63000000.00,11035485.00,37030102.00,101209593.00,8.8,66,79,96
1999,2000,Genghis Blues,,6524.00,374550.00,374550.00,7.9,,75,91
1999,2000,"Girl, Interrupted",40000000.00,95399.00,28912646.00,48350205.00,7.3,51,53,84
1999,2000,Humdrum,,,,,6.4,,,
1999,2000,Killing Joe,139000.00,,,,6.4,,,
1999,2000,King Gimp,,,,,7.8,,,57
1999,2000,Kleingeld (Small Change),,,,,7.5,,,
1999,2000,Life,80000000.00,20414775.00,64016268.00,73475268.00,6.8,63,50,77
1999,2000,Magnolia,37000000.00,193604.00,22455976.00,48451803.00,8,77,83,89
1999,2000,Major and Minor Miracles,,,,,6.7,,,
1999,2000,Music of the Heart,27000000.00,3653281.00,14859394.00,14936407.00,6.8,54,63,72
1999,2000,My Grandmother Ironed the King's Shirts,,,,,6.9,,,
1999,2000,My Mother Dreams the Satan's Disciples in New York,,,,,6.4,,,
1999,2000,On the Ropes,,7431.00,46737.00,46737.00,7.1,80,93,75
1999,2000,One Day in September,,15149.00,156818.00,156818.00,7.8,82,97,92
1999,2000,Sleepy Hollow,100000000.00,30060467.00,101071502.00,206071502.00,7.3,65,69,80
1999,2000,Snow Falling on Cedars,35000000.00,32135.00,14417593.00,23049593.00,6.7,44,39,67
1999,2000,Solomon and Gaenor,,,165485.00,165485.00,6.8,58,70,83
1999,2000,"South Park: Bigger, Longer & Uncut",21000000.00,11335889.00,52037603.00,83137603.00,7.7,73,80,88
1999,2000,Speaking in Strings,,1519.00,6859.00,6859.00,6.7,56,,
1999,2000,Star Wars Episode I: The Phantom Menace,115000000.00,64820970.00,474544677.00,1027082707.00,6.5,51,52,59
1999,2000,Stuart Little,133000000.00,15018223.00,140035367.00,300135367.00,5.9,61,67,41
1999,2000,Sweet and Lowdown,29750000.00,94686.00,4197015.00,4525794.00,7.2,70,77,82
1999,2000,Tarzan,130000000.00,34221968.00,171091819.00,448191819.00,7.3,79,89,75
1999,2000,The Cider House Rules,24000000.00,110098.00,57545092.00,88545092.00,7.4,75,71,77
1999,2000,The End of the Affair,23000000.00,198535.00,10827816.00,10827816.00,7.1,65,67,74
1999,2000,The Green Mile,60000000.00,18017152.00,136801374.00,286801374.00,8.6,61,78,94
1999,2000,The Hurricane,50000000.00,384640.00,50699241.00,73956241.00,7.6,74,83,87
1999,2000,The Insider,90000000.00,6712361.00,29089912.00,60289912.00,7.8,84,96,90
1999,2000,The Matrix,63000000.00,27788331.00,171479930.00,466364682.00,8.7,73,88,85
1999,2000,The Mummy,80000000.00,43369635.00,155385488.00,415933406.00,7,48,61,75
1999,2000,The Old Man and the Sea,,,,,8.1,,,90
1999,2000,The Red Violin,18000000.00,47415.00,10019109.00,10019109.00,7.6,57,74,91
1999,2000,The Sixth Sense,40000000.00,26681262.00,293506292.00,672806292.00,8.1,68,86,90
1999,2000,The Straight Story,10000000.00,92312.00,6203044.00,6416569.00,8,68,95,91
1999,2000,The Talented Mr. Ripley,40000000.00,12738237.00,81298265.00,128799509.00,7.4,76,84,80
1999,2000,The Wildest Show in the South: The Angola Prison Rodeo,,,,,6.4,,,
1999,2000,Titus,,22313.00,2007290.00,2259680.00,7.1,57,68,86
1999,2000,Topsy-Turvy,13900000.00,31387.00,6208548.00,6208548.00,7.3,90,89,79
1999,2000,Toy Story 2,90000000.00,300163.00,245852179.00,497375381.00,7.9,88,100,86
1999,2000,Tumbleweeds,312000.00,,1350248.00,1350248.00,6.7,75,82,65
1999,2000,Under the Sun,,6875.00,316020.00,316020.00,6.7,60,74,78
1999,2000,When the Day Breaks,,,,,6.8,,,75
2000,2001,102 Dalmatians,85000000.00,19883351.00,66957026.00,183611771.00,4.9,35,31,32
2000,2001,A Soccer Story (Uma Historia de Futebol),,,,,6.8,,,
2000,2001,Almost Famous,60000000.00,2314646.00,32534850.00,47385836.00,7.9,90,89,92
2000,2001,Amores Perros,2000000.00,61047.00,5408467.00,20908467.00,8.1,83,92,94
